test_name,n_banks,read_latency,b_bp,r_bp,writes,reads,b_resp,r_resp,data_mismatches,hazards_tolerated,order_violations,slverr,invalid_wr,invalid_rd,avg_lat_wr_cyc,min_lat_wr_cyc,max_lat_wr_cyc,avg_lat_rd_cyc,min_lat_rd_cyc,max_lat_rd_cyc,throughput_wr,throughput_rd,sim_time_cyc
mem_full_test,16,1,0,0,3900,3450,3800,3350,0,1,0,0,100,100,4.25,4.00,9.00,10.33,6.00,97.00,0.193,0.170,19708
mem_full_test,16,1,0,0,3900,3450,3800,3350,0,1,0,0,100,100,4.25,4.00,9.00,10.33,6.00,97.00,0.193,0.170,19708
mem_full_test,16,1,0,0,3900,3450,3800,3350,0,0,0,0,100,100,4.11,4.00,8.00,6.13,6.00,10.00,0.092,0.081,41202
